activity_id,activity_name,actor.session.uid,actor.user.credential_uid,actor.user.email_addr,actor.user.org.uid,actor.user.type,actor.user.type_id,actor.user.uid,api.response.code,category_name,category_uid,class_name,class_uid,cloud.org.uid,dataSource.category,dataSource.name,dataSource.vendor,device.ip,device.is_managed,device.os.type,device.os.type_id,dst_endpoint.uid,event.type,http_request.user_agent,message,metadata.correlation_uid,metadata.original_time,metadata.product.name,metadata.product.vendor_name,metadata.product.version,metadata.uid,metadata.version,service.name,session,severity,severity_id,src_endpoint.ip,status_detail,status_id,thread,timestamp,type_name,type_uid,unmapped.Actor,unmapped.AppAccessContext.CorrelationId,unmapped.AppAccessContext.UniqueTokenId,unmapped.ApplicationDisplayName,unmapped.AuthenticationType,unmapped.AzureActiveDirectoryEventType,unmapped.BrowserName,unmapped.BrowserVersion,unmapped.DeviceProperties,unmapped.ExtendedProperties,unmapped.IntraSystemId,unmapped.ItemType,unmapped.ObjectId,unmapped.Target,unmapped.TargetContextId,unmapped.UserId,unmapped.operation,unmapped.recordType,unmapped.userType,user.type,user.type_id,user.uid
1,Logon,8c13d7a2-cf6a-417c-af0a-4c3c7e6e0d42,38260k06-03t8-3oHh-p746-87h921207pE9,kevin.green@placeholderemail.co,00z41j99-B6U7-5l7j-JT87-cBgd8ezF0593,User,4,5b0a8109-dde2-4f8a-8c79-d6c541dbf312,9,Identity & Access Management,3,Authentication,3002,99Y10A45-q4p6-9I6y-Tz05-yHCR4Rlf5319,security,Microsoft O365,Microsoft,203.0.113.8,,NuMgTmA18,58,42kkP6r8-2v4Z-7R1l-8n4I-oyp936455JY3,Logon,,-,8b201ded-12c1-4a3b-8a36-df548fa0a745,2024-01-29T19:40:24,AzureActiveDirectory,Microsoft,4,1b20ecab-2b0a-442c-9b79-478cfb1df6e9,6.8.7,,log_session_9100378864597745983,3,0,192.168.1.1,-,1,default,1706578949744688193,Authentication: Logon,300201,"[{""qswc"":9,""ut"":""33495y52-54r4-8ZaG-V942-06O684336wE8""}, {""TYEV"":3,""vV"":""EXUtKbJNNBWI@qgknuTlyDvRS.qJD""}]",,,,,6,,,"[{""icohK"":""6gbX8V5l-3G85-91r4-8O99-12y529623J36"",""yorB"":""nz""}, {""ZENyH"":""rTLzAQG-7o0msbz"",""USGe"":""ILOEIwKnGJD""}, {""LFAWj"":""hcsDNOX48"",""tnXZ"":""iC""}, {""kXgQc"":""oQZB"",""DBIm"":""SnPiRfEXZSS""}, {""mmbZg"":""4"",""adSm"":""yhGZLTclH""}, {""IwLhv"":""34R66ldy-1357-2K7R-10YN-87Oolw05KM1K"",""gyfq"":""zdsSgwvBb""}]","[{""EYyBe"":""MrTVYCqA"",""jVud"":""wmdOUxLtBJgQjQnfJX""}, {""zwHgj"":""mwOpORN\/3.7 (oJDYiyL il 92.7; PDw24; P37) uUZtJUhwcdr\/776.17 (Aipwt, SwiS PAsWp) anoCFH\/278.8.1.8 mUVbii\/049.21 ime\/977.0.4.2"",""vfja"":""iWZgSHFSM""}, {""uPLZP"":""yTLjv7:FmIjTsKAG"",""eDSu"":""oLQOZTnBqfc""}]",408n04ss-3420-97H6-ffI9-1Hh8759L6f12,,0B38060Z-571D-41Hw-u227-83aX74fkqZf1,"[{""Lwee"":2,""aT"":""8g95356I-111p-73YR-k852-72LC18qXwhQ5""}]",82L30C94-s4j7-5M8F-Wz45-YXLw5VDQ9566,HjjImFzrXHHA@TBNKbirvdFVV.PCY,JzFpRBLEyPUN,27,3,nrjh,5,0Z81311C-294g-97Fh-H455-98rI81yZCTf9
1,Logon,b68c8b07-e684-4a23-9c7f-d927c6f23f19,36125h77-31Q8-4Sot-p823-56s346829Gi7,sarah.wilson@testingmail.xyz,09y03F70-t1V7-3O1m-Nu69-EHeZ8MtV8296,User,6,f073c7e0-8646-4f9a-90a2-1f02c051b289,8,Identity & Access Management,3,Authentication,3002,14q96W95-m5A1-7x1D-eZ41-zvJd2HOj0583,security,Microsoft O365,Microsoft,192.0.2.1,,dFCAiAl34,98,47fnX0D3-2m4I-4o7z-0o2w-gFO606510aE4,Logon,,-,5b0a8109-dde2-4f8a-8c79-d6c541dbf312,2024-01-29T19:40:23,AzureActiveDirectory,Microsoft,7,7cfa9ac2-6e0e-4f7b-aa55-ff833204ea03,1.0.2,,log_session_9100378864597745983,3,0,192.0.2.2,-,1,default,1706578949745094014,Authentication: Logon,300201,"[{""JjxR"":6,""Bo"":""16774S88-58q9-4BuC-T023-75J738903PJ3""}, {""OJFs"":8,""Mw"":""DCDFJeGNDxBR@ntJdvQrFTfYX.vxc""}]",,,,,5,,,"[{""qLMZy"":""4pnh5M2S-9H31-25J9-0z63-15D238274s58"",""GMpB"":""Ya""}, {""khOAv"":""UAFgdJI-7X1HraS"",""fEiS"":""NOPfAdlMFLJ""}, {""paGjt"":""tokIjbK22"",""Jcul"":""sn""}, {""kLtWt"":""rIRs"",""mUBo"":""aIsSKedXNEw""}, {""lzWhz"":""0"",""wGZN"":""CCCcBsBcn""}, {""KVIbK"":""86p87Rzm-1667-0L9E-83cW-97gGPl63gU4n"",""PjMV"":""xilIsXcOA""}]","[{""MMBCE"":""xDCdXAft"",""XGXd"":""cZQjBbICambjrtuwZn""}, {""xNPmC"":""BPqvrRt\/1.8 (MmsSvcZ jr 02.2; VNB70; w62) HJvVeRmLiEx\/153.00 (yWZGL, MEuR cHIUm) TtYSZv\/312.0.1.9 fuhzkr\/774.35 orI\/973.7.5.9"",""DrjI"":""BFTAovrLY""}, {""JpKvx"":""sjrOO4:OSMWFPFUh"",""INud"":""OkAmnkBiTLy""}]",69z7934W-3P77-231x-3812-5k79ncJn5343,,11613569-0392-8511-b158-621315136750,"[{""axCg"":0,""op"":""57255977-4054-8750-P647-717779060414""}]",05w03y07-l3B8-1Y6f-en68-HKIY1nTz2345,YHPNhGSseoDw@AGKKEnpJWjSt.Gbs,kFfipzxpYHYA,08,2,LFeL,3,13198296-9995-7056-t951-714986443651
1,Logon,1b20ecab-2b0a-442c-9b79-478cfb1df6e9,65956L59-51D1-3ZxC-U770-94E977062ue6,emma.jenkins@examplemail.biz,93G58b02-M1D9-1v6n-UO35-UKmr1apa9202,User,5,8b201ded-12c1-4a3b-8a36-df548fa0a745,8,Identity & Access Management,3,Authentication,3002,85d92J65-c9E9-3z4A-el35-IkFl9FrM3263,security,Microsoft O365,Microsoft,198.51.100.4,,xrvMYFn12,13,20PZa3c7-0j6R-9e8M-7X9S-WkU625312Ct2,Logon,,-,8b201ded-12c1-4a3b-8a36-df548fa0a745,2024-01-29T19:40:23,AzureActiveDirectory,Microsoft,4,42d0d22a-7f8a-4966-9754-257b6e525eb4,8.6.2,,log_session_9100378864597745983,3,0,192.0.2.1,-,1,default,1706578949745468179,Authentication: Logon,300201,"[{""AHrm"":4,""Bv"":""17956c20-35o4-2ymt-f826-46A409432nY8""}, {""IyYR"":4,""oK"":""ESLQkubKvmYM@VhtwSiieVCsE.vHI""}]",,,,,1,,,"[{""TnbKP"":""0mbR5c8z-6I35-15A4-3K89-67Z567725T92"",""HIvJ"":""cV""}, {""TBdTK"":""CxZuRDm-4Y5Argv"",""AAXO"":""lGqWtpKcAJU""}, {""eBjAb"":""RtyvMdD75"",""BeSU"":""ff""}, {""ctLZN"":""macm"",""EDeO"":""RfoTPbAHgNW""}, {""jzBRX"":""8"",""QRro"":""EStOPwFMg""}, {""ASnku"":""64F29Vcd-9516-1a7H-53aK-32gpGJ63tB9d"",""lwCy"":""AFTuxROLr""}]","[{""TgwDz"":""RtFatUOl"",""mjXR"":""ferptMZBnOTsgjBHrw""}, {""iHFnj"":""ITEywUH\/1.5 (NDXbXUU DY 57.7; sun67; Z44) btOSCNhMmQZ\/030.70 (gLVxJ, RYpv XFbAc) fRILfo\/287.1.0.4 bnblqQ\/954.79 SLK\/054.2.4.1"",""noZW"":""gqoTPhsWT""}, {""xRxbd"":""bncyr2:GCLMwVDQa"",""CvyL"":""hiNtsrXhbar""}]",991351Tw-Y460-96vZ-b64C-9Q6F78u67278,,6z68749B-535u-23JI-U215-44oo73eqKGi9,"[{""NBUK"":0,""vJ"":""1i77674x-335e-00gJ-K616-28ex78TlSVH9""}]",04P44x57-f9W2-9b6j-uN65-okIL7Xbx2755,qLxpBUKtjEZL@MpBKxkaManKv.JzM,bPnxgSjnhbOO,28,0,KfcN,1,6L37609a-786b-77jr-K451-96vj35BSjKk3
1,Logon,c47bdf19-daf1-4d46-9b6a-524ea68e833f,14792B19-72N1-3fhS-J864-90m477631Fz9,lisa.brown@example.com,15G79M53-S4u7-7q8e-jc85-NhQq4tOU2068,User,7,18754c7e-3b8b-49c7-9f0b-1b9c1d1c34eb,2,Identity & Access Management,3,Authentication,3002,95q36V29-c0a2-4A3w-CU53-itic2RjK2597,security,Microsoft O365,Microsoft,192.0.2.9,,wFAgDgV52,22,46RKE4P5-8l4h-9z3i-2b8K-VLZ638666Nn7,Logon,,-,5b6359b4-7600-4b58-9c63-e06b23f9ab87,2024-01-29T19:40:24,AzureActiveDirectory,Microsoft,5,7f71a485-499e-42f5-9c49-1e2e4cb4870f,3.2.6,,log_session_9100378864597745983,3,0,172.16.0.3,-,1,default,1706578949745839447,Authentication: Logon,300201,"[{""HYXd"":5,""Ub"":""26871c38-56t7-2zDX-m039-40M872178Wz1""}, {""dMSE"":7,""zp"":""ZhunAUjrMFWb@jHjhUbtOjjrA.GMy""}]",,,,,5,,,"[{""SuRZi"":""6mnN4u8G-5B35-82e3-5W85-09U442240c19"",""vIyB"":""Yg""}, {""nDLzd"":""JXIUVih-6f9nPvP"",""cCHU"":""loSmynyeuMm""}, {""VGFJa"":""xyysREU96"",""tyEe"":""BD""}, {""AOddy"":""LxLB"",""eTMk"":""vkUgnNxoFkx""}, {""oOkPZ"":""7"",""Mizv"":""SbJhAuBkI""}, {""dNeNs"":""35X27tKo-3692-0D6c-09VA-83cdbJ14rp6b"",""Owpf"":""sqjUBHHpF""}]","[{""uDnrB"":""fggieAJr"",""WDEw"":""HTkIiUyFZBGCRNUhzt""}, {""LLFDG"":""lWKKfQj\/0.3 (NFYbExl Ja 18.7; mgV89; h00) FlLXoqcltBj\/807.03 (ttKaC, TizH kQpfa) PssiLf\/097.5.7.6 qxEAbr\/981.91 yKH\/163.9.4.4"",""ohRQ"":""tpLlQipBm""}, {""dJSuB"":""mjfHC4:HGQYNmNxa"",""kLxP"":""dBGiqRXnVTm""}]",U708CWcl-o43L-717c-3Fs3-4t84cXb79362,,8v24367a-221V-89bg-D276-39op75hSjQs7,"[{""bmYc"":5,""ZY"":""3n47076v-959b-68wo-g633-89In95dxGWN6""}]",69a31u76-d3u8-6N1K-SH98-JayO7Cxx2969,QCXhfhcnJJoS@xrseiXgPAMZK.YUo,qoyOjFhEkXTA,06,0,HMKz,0,9r52443I-585X-75pu-I897-45Oy08JQhxG8
1,Logon,26887007-869d-4ff2-bc5b-44a8c07db4d9,Th997Z97-603w-1KdS-lH90-1Y864i2d5926,john.doe@acme.com,44x35z06-j5e2-9y9A-Jd53-hEmZ8rXr6144,User,4,d0a9512d-2a8c-4c4d-a4a0-9d867f5722e5,4,Identity & Access Management,3,Authentication,3002,65O04q36-d2K8-8r3p-nC67-CVoz6Omz9696,security,Microsoft O365,Microsoft,192.0.2.7,,ekXeKLg30,52,10PmN72e-w6D0-504u-2913-U9u619c934U4,Logon,,-,1b20ecab-2b0a-442c-9b79-478cfb1df6e9,2024-01-29T19:41:54,AzureActiveDirectory,Microsoft,1,7f71a485-499e-42f5-9c49-1e2e4cb4870f,3.9.2,,log_session_9100378864597745983,3,0,192.168.0.5,-,1,default,1706578949746202933,Authentication: Logon,300201,"[{""DMzz"":2,""Ma"":""QC501r19-620j-6pDM-dO73-1Z373J4i7298""}, {""MFLB"":5,""dd"":""nQ698157@BFBafRVzzakG.OvR""}]",,,,,6,,,"[{""bEXSv"":""LGPnIIb18"",""gMKr"":""we""}, {""wAgpo"":""TizBnM"",""aPyG"":""WvKfopEVoOa""}, {""itRjW"":""G35N1I7n-O374-4172-hcbd-N5443NV75kBH"",""AhHm"":""eIOjuBsfW""}]","[{""MGied"":""StWkcouo"",""bkmg"":""ZWqfyxRNvvkoZtOZXO""}, {""NRDWk"":""SXeFUqP\/5.2 (tXPQdEl Zf 48.4; ekK50; Q21) hPazexViTsB\/311.80 (mFjrL, pWqn GtWTz) QBcNyl\/493.0.4.4 GthvdB\/523.41"",""JTjL"":""tHHGEgBxL""}, {""qENcG"":""lqIeu0:iyuNKslcu"",""QGDT"":""ofPzDISXCfZ""}]",865j3Y6t-l966-7d38-b58V-5Hy0O2610485,,28021541-9570-7969-o991-166411763573,"[{""svgo"":1,""rY"":""13903786-1919-3351-e086-093601603102""}]",42n31K26-L0H5-1w5K-Yj93-AgKl6hyc1935,BA706620@yBWDdYLttmWQ.VCk,kvDbOmxhaAjo,14,7,bhee,6,12917181-5528-8587-m908-043323624117
1,Logon,63547fc9-049d-4e7e-8b3f-68e5b18a0e44,376P29dp-7526-60QH-Z369-5u091u799hA8,lisa.brown@example.com,73S57V52-s5x4-0o0Q-ia14-Uygm4FaW8603,User,8,c4f78908-3834-4e96-8d5b-5a9b4b671951,0,Identity & Access Management,3,Authentication,3002,88Y94g79-M4i3-4F9n-RY44-tUrU4VOs4364,security,Microsoft O365,Microsoft,192.168.0.9,,rwrOUqX28,63,28GRD3p4-5W8g-1G1J-0t6p-HdY450391FM8,Logon,,-,81d09fe3-3560-47fb-b1a7-3035a8252bbd,2024-01-29T19:41:28,AzureActiveDirectory,Microsoft,6,d22f6f8c-2a34-4fc2-9a08-17f442e3d86d,1.9.5,,log_session_9100378864597745983,3,0,198.51.100.2,-,1,default,1706578949746632133,Authentication: Logon,300201,"[{""ZzMF"":1,""nG"":""131A54PS-0048-66iH-K607-4n820p703kF1""}, {""wwpl"":8,""hh"":""XT874432@wAgFDDkWBdQW.fyv""}]",,,,,5,,,"[{""DDCzF"":""Mx8960T1-8928-31SF-t4N9-F2II1783TuR2"",""kCqE"":""sK""}, {""OmCoC"":""w383754423409"",""MWUS"":""zlwkrksNilb""}, {""AwiJS"":""QSUcuCW88"",""OVra"":""dX""}, {""cByGH"":""lOjAFUtf"",""OHAT"":""pAIPdutGfIg""}, {""qRASr"":""9"",""mfXf"":""CSkuCsHTn""}, {""zhMOe"":""44933822-pW38-59lm-i24j-W16y702J5320"",""oXzA"":""iBgcToKAU""}]","[{""zgLpE"":""PyTDcWJn"",""Zwqd"":""nkbFXrlobAbFrBesPy""}, {""DeosF"":""xsyxLlJ\/2.9 (CYzccaT qX 96.6; VPO58; s57) rwOzndKpTfL\/776.07 (xICrv, NfcQ XoWbT) yqGum\/2.1.18.9379 hTWlna\/741.7.6252.542 iHbwYxDR\/98.2.3 cNugHi\/677.99"",""XDYh"":""qJMMPXaiI""}, {""ccFBA"":""qpeOT1:WREPVPBRs"",""PLxw"":""fOiXXpnoUvO""}]",5363Yh7I-6Q1S-8y88-4a4M-0rb62J096i11,,00578023-1518-3271-z762-359808481836,"[{""QGbd"":6,""cg"":""47175535-5965-7986-m692-942727997652""}]",61x49X01-F2Y4-2h8e-FM74-nLcw1rxX4747,Zu608937@kfmcfaEorFyD.Ubk,XyvrnRGrUHnn,56,8,Pvdf,1,19602891-6426-9040-T469-869660904204
1,Logon,3c0cbad3-951a-45cf-b4b3-1b7781b45b46,805H94qu-2072-66rI-s874-0r042R802Kk1,chris.martin@sampleco.co,06S63Z18-y1r6-9T7K-pH67-fXwW5yPR3977,User,7,8f03b7f1-f632-4a98-832c-99d1460b33ea,3,Identity & Access Management,3,Authentication,3002,45u15O29-h6s6-2P4e-zN89-tyxx3DPL2697,security,Microsoft O365,Microsoft,172.16.0.5,,MQQtgDo99,03,48tUY2J1-8y3N-7p7s-3Q5V-aEO750182Nd5,Logon,,-,c4f78908-3834-4e96-8d5b-5a9b4b671951,2024-01-29T19:41:28,AzureActiveDirectory,Microsoft,2,4e09f1c4-2999-451c-9426-15a9e254e23d,3.7.6,,log_session_9100378864597745983,3,0,10.0.0.4,-,1,default,1706578949747006631,Authentication: Logon,300201,"[{""HCFK"":6,""wc"":""202z09OB-0252-99xz-D354-7s029d092Yt5""}, {""SLGD"":0,""Xk"":""sk635643@bSHXtMRcCejd.Xvt""}]",,,,,0,,,"[{""ENscO"":""bX6385O6-2939-88go-a2D3-V4kE5005qal2"",""gaDD"":""ki""}, {""WMpXJ"":""f136027224700"",""fHPE"":""HvUadrvaCaG""}, {""SigHm"":""vGqzzLu75"",""bjeW"":""bL""}, {""iPxlv"":""WLuzTfFV"",""dLbl"":""slRcFsVGpep""}, {""tkixn"":""4"",""KWRh"":""epVaPJdwC""}, {""JGXXR"":""00989455-um01-28Rl-k90r-v95b596R4081"",""pJfo"":""txTZClZMU""}]","[{""cqvMz"":""UaChZjQA"",""OKCc"":""gRLucSWdDvIWnaeFAu""}, {""oQOJn"":""xySdDVn\/2.9 (VJCyRqm Nw 87.0; Hyu97; K56) QzwDtWpLkQU\/566.25 (fSnUu, EWKq YIcdV) FHNaI\/0.5.32.9604 KINVeg\/444.1.5234.118 FJwHMNpM\/51.1.8 hWwstl\/334.05"",""iuRv"":""mtaFsSjOB""}, {""OGngW"":""PblYp9:gnXLWGNjy"",""Ivkf"":""WuySwFTRAyd""}]",940114q6-027W-2885-K81W-B3De590F5808,,5A84973m-722w-01xG-d460-60ww07Hngkb0,"[{""rLCf"":9,""dw"":""7H97727z-817r-96wl-l808-43HA40Dkzpf1""}]",39H74s52-P2k1-9r7Q-ZI72-nRGP7PfG4352,pE373436@ophYyPSIADYd.KGy,mdokqqpgphmC,14,7,DpRG,2,9Q66559l-103a-84Nh-M702-59GQ08Thaus7
1,Logon,d22f6f8c-2a34-4fc2-9a08-17f442e3d86d,37Jr07j6-3917-0I52-YM55-418S6351q9F1,mark.miller@yourtestmail.biz,00U23t26-a9K4-7Y6J-oW56-dlCv8vjt5168,User,2,ee05e1d1-e4a8-4ad2-a20f-c3d86b09127f,6,Identity & Access Management,3,Authentication,3002,75T01A65-v3e7-0h2E-cY14-CSfv0tIs7385,security,Microsoft O365,Microsoft,198.51.100.8,,bmqQHDK44,16,48TqO9l8-2s1i-1t2v-3b2S-lre616361gL2,Logon,,-,a8a5bc3c-1a16-47a1-9c0d-91c96b94af1d,2024-01-29T19:42:54,AzureActiveDirectory,Microsoft,0,d0a9512d-2a8c-4c4d-a4a0-9d867f5722e5,1.8.6,,log_session_9100378864597745983,3,0,198.51.100.7,-,1,default,1706578949747370454,Authentication: Logon,300201,"[{""ZEjd"":1,""LV"":""57Lp77b2-4317-1l62-Ba12-284l1632o2k0""}, {""YHJS"":2,""Mq"":""qk652789@XmSZeLnWbIai.Qrt""}]",,,,,5,,,"[{""EIDuB"":""1otY98zT-1T69-2I4x-729Y-8s06M4Yrb75X"",""mZzA"":""zT""}, {""gwByv"":""W610951295811"",""YvXy"":""cxNCNRigkOp""}, {""VuRBH"":""bfhHNzy11"",""mVtN"":""dd""}, {""igGdG"":""LJlAFsrV"",""Tbsw"":""phYfFsPPrEW""}, {""uFdCF"":""8"",""uEmP"":""EWvcjvNUC""}, {""hYaAp"":""5iE7GP6l-2Y67-9h19-b959-NIfZI70n5941"",""VrJo"":""cznVzAbxS""}]","[{""OphTp"":""EuAPQJsi"",""nLcv"":""nRjRPwOstWREalxNXZ""}, {""vjvjJ"":""lWSxIUh\/2.2 (WkKNCYl UP 06.8; FTy90; w85) iFCOrvxlGWL\/356.53 (FJaWY, dWQj sKAtZ) MSHmy\/5.3.55.55663 dPnCgf\/07.0.6169.297 DOXsLpQC\/12.5.8 bhFFWm\/309.47"",""DZUj"":""lXsgcDMDS""}, {""ORDJX"":""mWjCY2:GufKKpmAR"",""vyXx"":""WcUbMHlJHNZ""}]",m4j9S429-QN27-8781-106F-77G9X3868X83,,69247322-8831-1770-c213-225517040594,"[{""KzyL"":7,""zX"":""52247287-0089-9137-g776-506526242505""}]",97R47P68-P0C1-4C3r-aJ11-lQTG0iuh9119,Si568513@fefzulwdlrjo.RKU,mQFJZLmMPKBa,72,2,ikbX,3,42830461-4826-8430-t829-668433748669
1,Logon,b1d7a914-7db0-45b3-986d-c5f6bc36a198,04z54X1c-PE21-1229-Jl6Z-8IaX55YulmYJ,emma.jenkins@examplemail.biz,32P73a78-u3v0-7J5i-oe30-Uxvv3oIZ5072,User,6,3d1bfa42-d1f7-4a95-bd61-0dd219cde31d,4,Identity & Access Management,3,Authentication,3002,63d68q25-c4P5-9M4j-Nu60-hytY6CyE8039,security,Microsoft O365,Microsoft,198.51.100.1,,IsOcxur87,57,05LPg8C2-9H2F-2f3T-1s5K-UqL936115KK9,Logon,,-,4e09f1c4-2999-451c-9426-15a9e254e23d,2024-01-29T19:41:18,AzureActiveDirectory,Microsoft,5,d1b73202-66fe-4de4-92ed-11fc01a1c748,6.6.3,,log_session_9100378864597745983,3,0,198.51.100.9,-,1,default,1706578949747738169,Authentication: Logon,300201,"[{""zsRk"":9,""ea"":""87x19Y9G-fY88-8122-wW9n-2pKl11fcKgBu""}, {""UFbm"":2,""WL"":""LC991425@BnFgiwjYczNK.VMp""}]",,,,,3,,,"[{""Mohdu"":""sm33932j-81y7-6E5r-O587-jO5JM6820Q2j"",""TBBb"":""Pu""}, {""OexPP"":""vAZ495475"",""jGCK"":""AGNMQRkKVUn""}, {""YOrLD"":""xSCLorF92"",""jaAo"":""EG""}, {""uILCS"":""DVmf"",""TXeU"":""foDubvdynuM""}, {""BWGkm"":""3"",""GsKO"":""BvVPVRCeT""}, {""kpCMt"":""3K3MtN57-j8g3-33TW-z014-U71C9d972P61"",""XVIN"":""jGaJZNOgG""}]","[{""dWakq"":""RdLCLfDq"",""CdXC"":""fRDLGowtYICoUwxBJn""}, {""kwteB"":""rlVqJQE\/0.3 (laFvPHd KW 92.7; LtO81; C33) lgnBDIbfbwp\/929.30 (lzgPI, ZyOV XNuCv) ZpwFLG\/612.2.0.4 xsxdxA\/371.79 FUA\/531.8.0.0"",""CLbQ"":""gIpfBwJIh""}, {""nhOGZ"":""jEuSC1:YAFehVgfI"",""kmIR"":""dLWaZVGQdDE""}]",58R5515L-9n07-567z-2724-4A206ogR3495,,99695258-1911-4100-L837-662556253119,"[{""Cssv"":5,""Gj"":""75481006-3502-0031-h369-093048560839""}]",74l67w27-r2R8-9d2N-lq44-cKXN1BxF9596,vd782537@oDHDreMmRXmw.taa,NAKIjyQZJnvh,79,8,jOYf,9,71983039-3142-4197-n349-164833598472
1,Logon,5f4bca98-5b6d-4019-b3e3-ee54108c20fc,50A39l4Y-rz12-7839-UV6T-5pce43pmiUPa,laura.moore@sandboxmail.co,55k29q69-Q1P0-0L7G-Mp12-JSZA6KFC0259,User,2,42d0d22a-7f8a-4966-9754-257b6e525eb4,7,Identity & Access Management,3,Authentication,3002,66G19X25-A5F2-2z4X-kL83-rTLS8hhy7092,security,Microsoft O365,Microsoft,192.168.0.9,,spIycaD99,80,97UdN0E6-3w8A-1c0j-0E4o-xRS738866QB6,Logon,,-,9058a660-bbb7-4b63-b3fb-0a1c3dfb0d46,2024-01-29T19:41:18,AzureActiveDirectory,Microsoft,3,e2a5f97c-2c65-404f-ae48-571354ca95f7,2.2.6,,log_session_9100378864597745983,3,0,203.0.113.1,-,1,default,1706578949748126103,Authentication: Logon,300201,"[{""xRyK"":7,""Jv"":""53R23T5S-Ml50-8916-oC6W-6scu93zdHsug""}, {""wQoM"":0,""Zl"":""pk375468@QnbhmxqLRNpu.maA""}]",,,,,4,,,"[{""DzHhN"":""lJ82234J-62T3-5Y8k-n030-ya8Yt3119A2g"",""gXUO"":""oZ""}, {""DUncq"":""HHd049553"",""rDCf"":""NxDibiEBCJw""}, {""zDSEQ"":""AvBTbAD29"",""OhGs"":""af""}, {""lsnaX"":""Fwuh"",""XEMy"":""iOkbmRaIliA""}, {""CmVTO"":""6"",""xEHX"":""jeNUvwdkv""}, {""rOWgI"":""1X1jEv45-f7L7-20zh-m849-Z88m1c893A15"",""tnCa"":""BVjOvvzTj""}]","[{""ptwAK"":""wZnDIebP"",""LfaN"":""tAMLnrcKsBKDkHSssM""}, {""zCZFa"":""vrjfOgI\/6.5 (wsWcDhD qx 19.5; gJj71; n19) xNoJJVzhWcd\/276.61 (lxqxN, dDzt DVoXS) rvMoEJ\/402.0.9.0 eqkUOC\/778.26 FmB\/902.5.0.1"",""UobT"":""gIIdfAJKj""}, {""hwfmi"":""eptnB5:swFtkvaUo"",""LEEp"":""EhZrRUHOvJQ""}]",H7167039-93pj-2664-n8a9-56j22Gd96462,,67273331-7926-6645-j061-935577588059,"[{""Hwps"":4,""YH"":""31408415-5767-0558-C580-512266127794""}]",35J87z87-F2Q9-2r8L-Gx74-aNpA6MKq7667,VK286109@OOXNBftEjEIm.BoJ,cZcRrBvIwEVd,81,4,HTRf,7,29093879-6410-2199-r256-956258383699
